id,recipename_id,NumStep,StepDesc
445,123,2,"If you don't have a processor, then combine the dry ingredients in a bowl. Add chunks of chilled butter, and using a pastry blender or two forks, chop the butter until it resembles little pebbles. At this point, add the eggs and ice water, and stir with a spoon until the dough begins to form. Using your hands and working the dough as little as possible, transfer it to a lightly floured surface. Knead until the dough holds together. Form the dough into a ball, flatten into a disc, wrap in plastic and refrigerate while preparing the filling. (Dough can be refrigerated for up to 2 days before continuing.)"
446,123,3,"Place the rice and water OR whole milk in medium heavy-bottom saucepan and bring to a boil. Reduce the heat to low and cook the rice, uncovered, stirring occasionally for about 15 to 20 minutes, or until the water is absorbed and the rice is sticky. The rice should still be firm as it will finish cooking in the oven. Remove from heat and set aside."
447,123,4,"Add the eggs and sugar to a large bowl. Using a hand-mixer, beat until well combined. Add the lemon extract (or zest and juice) and vanilla, and beat on low for about 10 seconds. Add the drained ricotta, and beat on low for a few seconds until just combined. Stir in the cooked rice. Mix with a rubber spatula until well combined, making sure there are no clumps of rice. Place in the refrigerator."
448,123,5,"Place a rack in the lower third of the oven and preheat to 375 degrees. Coat a 10 1/2-inch pie plate with cooking spray. Turn out the dough onto a lightly floured surface and roll into an 11 1/2-inch circle. Transfer the dough to the prepared pie plate, gently pressing it into the bottom and sides. No fluted crust is necessary. At this point, set the crust in the freezer for about 10 to 15 minutes to get it really chilled, which will make for a flakier crust."
449,123,6,"Remove the chilled crust from the freezer and pour the filling to about 1/4 of an inch below the top of the crust, as it will puff up slightly when baking. Bake for 1 hour or until the filling puffs up, turns golden, and is ""set,"" meaning it should be firm, not jiggly when you gently move the pie plate. Remove from the oven and let cool on a rack. Serve at room temperature or chilled."
450,123,7,"Note: If you have some extra filling left over, you can pour it into a small baking dish or ramekins for a crustless version, and follow the same baking instructions. Leftover rice pie can be stored in an air-tight container in the refrigerator for 3 to 4 days."
451,124,1,"In your large mixer bowl, add the warm milk and sprinkle the dry yeast over the top (do NOT mix); let this stand until foamy, approximately 5 minutes or so."
452,124,2,Sprinkle 2 ounces of flour (about 1/2 cup) and 1 tbsp of granulated sugar over the top. Cover with plastic and let rest for 1 hour.
453,124,3,"Take the foamy yeast mixture bowl and add the remaining 12 ounces of flour (about 2 1/2 cups) and the remaining sugar (about 3 tablespoons or more), the beaten eggs and the salt."
454,124,4,Mix this well until combined and dough forms a stiff ball of dough.
455,124,5,Slowly (1 tablespoon at a time) add the butter and mix with each addition until well combined.
456,124,6,"Switch to a paddle attachment and mix the dough on high speed for about 5 minutes or so until smooth. Reduce speed to low and add the rum or cognac, candied orange peel and the chopped chocolate if desired."
457,124,7,Mix this on medium speed until all liquid is blended and all the dough is well combined.
458,124,8,"Turn dough out onto a clean lightly floured surface and form mixture into a ball. Transfer to an oiled large bowl, cover with plastic and place in the refrigerator overnight."
459,124,9,Bring dough to room temperature in the morning and divide in half. Form each half into a ball and place each dough ball into a 5 1/4″ x 3 3/4″ paper panettone mold or metal coffee can (my photos were taken when I mixed up a double batch of these lovely cakes.)
460,124,10,Preheat oven to 350 degrees. Take the 1 egg and the 2-3 tbsps of cocoa powder and beat well until fully combined and no lumps appear.
461,124,11,Brush this glaze mixture liberally over the top of each molded dough and then sprinkle heavily with the turbinado or pearl sugar to cover the tops.
462,124,12,Bake until golden brown in the center of the oven for about 50 minutes or so. Remove from oven and let cool.
463,124,13,"Once the cakes are cooled, sprinkle the top of one cake with powdered sugar (if desired) or store for future use in well-sealed plastic bags. These cakes freeze well for future use (within a month or so of baking.)"
464,124,14,I like to store them as is and then when ready to serve cut them into slices and sprinkle powdered sugar over the sides and tops of the slices. Truly wonderful with espresso and cordials after dinner or for a sweet treat at breakfast.
465,125,1,"Coat a very large skillet (about 14 inches in diameter) with a lid with the olive oil. On medium heat, warm the oil and add the sliced sausage. After the sausage begins to render some of its fat, raise the heat and add the chicken. Sauté until the sausage and chicken just begin to brown a bit."
466,125,2,"Stir the onion, celery, bell pepper, garlic, paprika, thyme, basil, oregano, and cayenne (if using) into the sausage and chicken and sauté over medium heat until the vegetables soften. Crush the tomatoes and add them, along with their juices, to the pan. Simmer for about 10 minutes, partially covered."
467,125,3,"Add one cup of the water, bring up to a low boil, and stir in the pasta."
468,125,4,"The pasta should take about 12 minutes to cook, so at the 7-minute mark, add the shrimp and continue to simmer until the pasta is al dente and the shrimp is just cooked through. If you need to loosen the dish up a bit, add that extra 1/2 cup of water during the last few minutes."
469,125,5,"Serve in bowls, and garnish with the green onion."
470,126,1,"Put together in a bowl the sugar and the yolk eggs and  beat them. Add bit by bit the flour and then add the melted butter and   the powder. Now add the milk. Grate just a bit of lemon peel. The mixture should be quite creamy.
A part cut the apples, remove the peel and get some slices. 
Butter and flour in the pan and put into the mixture. Add the slice of apples pushing them into the batter."
471,126,2,"Bake it for 30 minutes - 140°
Let cold and dust the cake with sugar."
472,127,1,"Preheat the oven to 400. Peel and dice the butternut squash. Place the squash on a sheet pan, then drizzle with olive oil and sprinkle with coarse salt (a good pinch or two).  Toss to combine, then make sure all the pieces are flat on the pan, not on top of each other. Bake until the squash is tender and browned, stirring occasionally, 20-25 minutes."
473,127,2,"Bring a large pot of water to a boil. Add salt (I add 1 tablespoon), then add the pasta and cook until al dente. Drain, reserving ½ cup of the pasta waster."
474,127,3,"While the pasta is cooking, crumble the goat cheese in the bottom of large bowl. Melt the butter over medium heat, and then stir in the garlic and sauté until fragrant, about 30 seconds. Stir in the vermouth and cook until slightly reduced, about 2 minutes. Turn off the heat, and add the basil and thyme."
475,127,4,"Add the pasta to the goat cheese, and using tongs or serving spoons, toss until the goat cheese is evenly coating the pasta (pour a little of the reserved water on top if you need to loosen the cheese). Pour the butter-herb mixture on top, and toss until combined. Add the roasted butternut squash and caramelized onions, and toss gently until combined; season with salt and pepper to taste, and top with toasted pecans, if desired."
476,128,1,Cook the orzo in abundantly salted water according to package instructions or to your taste. Drain and transfer to a large salad bowl.
477,128,2,"Meanwhile, make lemon-dill vinaigrette to dress the salad: combine lemon zest and juice, mustard, and grated shallot in a medium bowl. Whisk everything together with a few pinches of salt and freshly ground black pepper. Slowly add the olive oil while whisking, then stir in the chopped dill. Taste and adjust as needed."
478,128,3,"Pour the vinaigrette over the still-warm pasta and toss. Allow to cool to room temperature, then add the olives and cucumbers. Scatter the crumbled feta cheese over the top and serve."
479,129,1,"In a large pot, bring water to a boil. Add pasta and cook to package directions. While pasta cooks, in a food processor, blend basil, pine nuts, avocados, lemon juice, garlic, and olive oil. Season with salt and pepper."
480,129,2,"Drain pasta. In a large serving bowl, toss pesto with hot, freshly cooked pasta and garnish each serving with a basil leaf. For an extra touch of color and flavor, top pasta with sundried tomatoes."
481,130,1,chop tomatoes roughly
482,130,2,dice garlic
483,130,3,deskin fish and cut into bite sized chunks
484,130,4,saute three tablespoons of oil with garlic for two minutes or so over medium heat
485,130,5,"add fish, stirring carefully until browned. try not to break it up."
486,130,6,"once browned, add salt and pepper, then half glass of white wine and turn up heat. stir carefully till wine is nearly evaporated."
487,130,7,"meantime, heat pot of hot water for pasta, generously salted."
488,130,8,"when wine is nearly evaporated, reduce heat, add tomatoes and cook for 10 minutes or so"
489,130,9,"add capers (i prefer just to shake the salt off them rather than wash them), parsley and olives. again stir carefully: you don't want to turn this into fish puree. when the tomato juice is released and the sauce is just thickening, turn off heat. you want the tomatoes a little raw."
490,130,10,cook pasta al dente.
491,130,11,carefully add the sauce to the pasta over a little heat. stir gently for a minute or two and serve.
492,131,1,"MAKE THE BREAD DOUGH: In a bowl, combine the water, fresh yeast and sugar, stirring/mixing till the yeast is dissolved. Combine the flours with the salt then using a dough whisk or a wooden spoon, gently add the bread-salt mix to the yeasty water, stirring till the flour is all used up. Carefully shape the dough into a ball and place in bowl. Gently oil the top of the dough and cover lightly, or with greased clingfilm (oiled side down). Allow dough rise for a couple of hours, then gently turn out onto a lightly floured surface. Alternatively, place dough in the fridge and use later. If using after refrigeration, allow dough rest out of the fridge for 10 - 20 minutes before use"
493,131,2,"MIX THE FILLING: In a bowl, combine the provolone, pecorino, ham, bacon, boiled eggs, olives and crushed dried chillies and oregano."
